date,departure_time,weekday,month,origin,destination,travel_time_mins,delay_mins,congestion_level,is_raining,recommended_departure
2022-09-13,14:00,1,9,Borivali,Churchgate,29,18,Medium,No,14:00
2020-03-26,06:00,3,3,Navi Mumbai,CST,42,5,Medium,No,06:00
2020-05-10,20:15,6,5,Kandivali,Goregaon,74,15,High,No,19:15
2020-03-09,06:30,0,3,Borivali,Churchgate,27,14,Medium,No,06:30
2021-07-19,11:00,0,7,Vasai,Virar,36,10,Low,Yes,11:00
2021-08-20,17:30,4,8,Andheri,BKC,70,50,Very High,No,16:30
2022-02-24,15:00,3,2,Malad,Lower Parel,43,7,Medium,No,15:00
2022-06-01,12:15,2,6,Navi Mumbai,CST,32,13,Medium,Yes,12:15
2020-02-11,18:15,1,2,Malad,Lower Parel,91,27,Very High,No,17:15
2022-08-22,10:45,0,8,Kandivali,Goregaon,62,43,Very High,Yes,09:45
2020-04-07,23:30,1,4,Vasai,Virar,29,12,Low,No,23:30
2021-11-12,07:15,4,11,Kandivali,Goregaon,24,19,Medium,No,07:15
2020-12-04,00:15,4,12,Kandivali,Goregaon,25,1,Low,No,00:15
2020-09-20,00:15,6,9,Malad,Lower Parel,17,2,Low,No,00:15
2021-10-09,07:45,5,10,Bandra,Worli,31,10,Medium,No,07:45
2022-05-04,11:30,2,5,Malad,Lower Parel,32,12,Low,No,11:30
2021-05-25,11:30,1,5,Vasai,Virar,26,8,Medium,No,11:30
2020-06-27,16:30,5,6,Borivali,Churchgate,49,10,Medium,Yes,16:30
2021-10-25,07:30,0,10,Navi Mumbai,CST,41,8,Low,No,07:30
2022-09-27,13:00,1,9,Kandivali,Goregaon,29,27,Medium,Yes,13:00
2021-05-01,12:15,5,5,Malad,Lower Parel,37,3,Low,No,12:15
2022-08-10,10:00,2,8,Powai,Andheri,105,67,Very High,Yes,09:00
2022-06-21,10:45,1,6,Andheri,BKC,59,22,High,No,09:45
2022-05-01,07:15,6,5,Vasai,Virar,35,9,Low,No,07:15
2020-05-27,21:30,2,5,Powai,Andheri,49,19,Medium,No,21:30
2021-10-20,17:30,2,10,Bandra,Worli,68,25,Very High,No,16:30
2022-04-12,17:00,1,4,Powai,Andheri,84,45,High,No,16:00
2020-03-02,17:30,0,3,Powai,Andheri,94,48,Very High,No,16:30
2020-01-16,04:30,3,1,Andheri,BKC,21,5,Low,No,04:30
2020-10-01,16:30,3,10,Navi Mumbai,CST,44,8,Low,No,16:30
2020-03-13,23:00,4,3,Navi Mumbai,CST,31,14,Medium,No,23:00
2020-06-04,21:30,3,6,Malad,Lower Parel,28,24,Medium,Yes,21:30
2022-08-02,12:45,1,8,Powai,Andheri,55,25,Medium,Yes,12:45
2020-03-10,01:30,1,3,Powai,Andheri,27,5,Low,No,01:30
2022-01-31,17:30,0,1,Borivali,Churchgate,82,49,High,No,16:30
2021-12-08,22:30,2,12,Andheri,BKC,22,14,Medium,No,22:30
2021-03-15,02:45,0,3,Malad,Lower Parel,23,4,Low,No,02:45
2021-08-22,05:30,6,8,Vasai,Virar,49,13,Low,Yes,05:30
2022-03-23,13:00,2,3,Dadar,Nariman Point,27,15,Low,No,13:00
2021-04-07,14:30,2,4,Bandra,Worli,31,6,Low,No,14:30
2020-01-24,19:30,4,1,Borivali,Churchgate,89,32,Very High,No,18:30
2021-06-04,07:45,4,6,Navi Mumbai,CST,65,7,Low,Yes,07:45
2020-03-30,05:00,0,3,Borivali,Churchgate,44,17,Medium,No,05:00
2021-09-30,11:00,3,9,Dadar,Nariman Point,62,9,Medium,Yes,11:00
2022-06-11,17:45,5,6,Bandra,Worli,72,24,Low,Yes,17:45
2020-07-21,20:45,1,7,Vasai,Virar,84,66,High,Yes,19:45
2022-05-26,06:30,3,5,Navi Mumbai,CST,39,18,Medium,No,06:30
2022-07-07,18:45,3,7,Bandra,Worli,92,39,Very High,No,17:45
2021-02-04,11:15,3,2,Bandra,Worli,27,8,Medium,No,11:15
2020-04-23,03:30,3,4,Andheri,BKC,30,2,Low,No,03:30
2020-07-20,10:30,0,7,Thane,Kurla,110,52,Very High,Yes,09:30
2020-01-15,07:00,2,1,Andheri,BKC,44,18,Medium,No,07:00
2022-09-04,11:30,6,9,Malad,Lower Parel,41,7,Medium,Yes,11:30
2021-11-18,22:30,3,11,Thane,Kurla,28,9,Low,No,22:30
2020-01-12,02:30,6,1,Thane,Kurla,20,1,Low,No,02:30
2022-06-17,00:30,4,6,Andheri,BKC,35,0,Low,Yes,00:30
2022-01-22,19:15,5,1,Navi Mumbai,CST,51,20,Low,No,19:15
2021-07-14,13:45,2,7,Kandivali,Goregaon,45,19,Low,No,13:45
2020-06-29,22:45,0,6,Vasai,Virar,22,19,Low,No,22:45
2022-07-02,00:45,5,7,Borivali,Churchgate,12,0,Low,No,00:45
2020-04-03,09:45,4,4,Powai,Andheri,65,34,High,No,08:45
2021-04-09,13:45,4,4,Borivali,Churchgate,42,20,Low,No,13:45
2020-10-23,15:30,4,10,Vasai,Virar,40,19,Low,No,15:30
2022-09-09,18:00,4,9,Powai,Andheri,106,58,Very High,Yes,17:00
2022-05-26,00:45,3,5,Navi Mumbai,CST,17,5,Low,No,00:45
2021-10-21,11:30,3,10,Vasai,Virar,34,18,Medium,No,11:30
2021-03-07,17:15,6,3,Vasai,Virar,72,17,High,No,16:15
2022-08-29,04:30,0,8,Andheri,BKC,26,1,Low,Yes,04:30
2021-06-04,01:45,4,6,Dadar,Nariman Point,27,2,Low,No,01:45
2021-01-23,06:45,5,1,Bandra,Worli,16,4,Medium,No,06:45
2021-12-17,07:00,4,12,Powai,Andheri,40,20,Medium,No,07:00
2021-02-14,07:30,6,2,Kandivali,Goregaon,28,4,Low,No,07:30
2021-04-04,17:00,6,4,Dadar,Nariman Point,77,22,Low,No,17:00
2022-08-05,17:30,4,8,Borivali,Churchgate,90,34,High,No,16:30
2020-05-20,01:30,2,5,Kandivali,Goregaon,26,5,Low,No,01:30
2021-08-01,18:00,6,8,Borivali,Churchgate,62,24,Low,Yes,18:00
2021-10-25,15:30,0,10,Kandivali,Goregaon,41,12,Medium,No,15:30
2020-01-19,01:45,6,1,Andheri,BKC,16,2,Low,No,01:45
2021-06-08,01:30,1,6,Vasai,Virar,27,3,Low,No,01:30
2020-02-13,13:15,3,2,Powai,Andheri,30,11,Medium,No,13:15
2020-12-05,14:45,5,12,Borivali,Churchgate,24,3,Medium,No,14:45
2021-12-05,12:30,6,12,Navi Mumbai,CST,24,9,Low,No,12:30
2022-01-19,03:00,2,1,Malad,Lower Parel,24,0,Low,No,03:00
2022-09-27,04:15,1,9,Kandivali,Goregaon,24,5,Low,No,04:15
2020-02-10,03:30,0,2,Kandivali,Goregaon,28,0,Low,No,03:30
2022-01-26,12:00,2,1,Vasai,Virar,22,5,Medium,No,12:00
2022-07-04,10:30,0,7,Borivali,Churchgate,79,24,High,No,09:30
2020-11-01,12:30,6,11,Borivali,Churchgate,25,5,Medium,No,12:30
2021-07-01,11:30,3,7,Dadar,Nariman Point,43,9,Medium,No,11:30
2021-11-23,13:30,1,11,Malad,Lower Parel,50,10,Medium,No,13:30
2021-10-26,00:00,1,10,Powai,Andheri,22,4,Low,No,00:00
2021-06-30,09:00,2,6,Vasai,Virar,65,34,High,Yes,08:00
2020-03-20,15:30,4,3,Andheri,BKC,43,12,Medium,No,15:30
2020-03-12,17:00,3,3,Bandra,Worli,71,48,High,No,16:00
2020-12-12,23:15,5,12,Dadar,Nariman Point,27,7,Medium,No,23:15
2021-08-29,03:30,6,8,Powai,Andheri,21,1,Low,No,03:30
2021-10-20,08:30,2,10,Thane,Kurla,55,34,Very High,No,07:30
2022-06-28,03:00,1,6,Andheri,BKC,18,5,Low,No,03:00
2020-10-12,00:00,0,10,Dadar,Nariman Point,18,2,Low,No,00:00
2020-03-21,23:00,5,3,Thane,Kurla,36,11,Medium,No,23:00
2020-07-01,00:30,2,7,Thane,Kurla,19,6,Low,Yes,00:30
2021-09-02,16:30,3,9,Vasai,Virar,21,19,Low,No,16:30
2020-01-05,20:30,6,1,Vasai,Virar,55,16,High,No,19:30
2022-09-13,11:15,1,9,Navi Mumbai,CST,33,19,Low,No,11:15
2021-05-10,03:15,0,5,Borivali,Churchgate,27,1,Low,No,03:15
2021-01-23,06:15,5,1,Powai,Andheri,20,9,Medium,No,06:15
2020-10-27,04:00,1,10,Dadar,Nariman Point,21,2,Low,No,04:00
2021-11-16,02:00,1,11,Bandra,Worli,28,5,Low,No,02:00
2021-01-26,19:45,1,1,Thane,Kurla,98,35,High,No,18:45
2022-06-27,12:15,0,6,Thane,Kurla,46,28,Low,Yes,12:15
2021-06-11,08:45,4,6,Borivali,Churchgate,64,27,Very High,No,07:45
2020-08-06,01:00,3,8,Vasai,Virar,18,3,Low,No,01:00
2022-01-26,01:00,2,1,Andheri,BKC,27,4,Low,No,01:00
2021-09-25,11:30,5,9,Andheri,BKC,22,8,Medium,No,11:30
2020-08-29,16:30,5,8,Navi Mumbai,CST,35,4,Medium,Yes,16:30
2020-05-20,15:45,2,5,Andheri,BKC,32,16,Low,No,15:45
2022-08-02,08:30,1,8,Andheri,BKC,85,30,High,Yes,07:30
2022-09-26,10:00,0,9,Kandivali,Goregaon,47,30,High,No,09:00
2021-09-29,18:15,2,9,Bandra,Worli,102,43,Very High,Yes,17:15
2021-07-05,07:15,0,7,Navi Mumbai,CST,39,28,Medium,Yes,07:15
2022-07-11,02:00,0,7,Thane,Kurla,24,1,Low,No,02:00
2021-02-26,20:00,4,2,Kandivali,Goregaon,100,50,High,No,19:00
2021-05-17,07:15,0,5,Kandivali,Goregaon,41,6,Medium,No,07:15
2022-05-05,03:15,3,5,Bandra,Worli,29,5,Low,No,03:15
2020-01-04,01:00,5,1,Powai,Andheri,15,1,Low,Yes,01:00
2020-09-04,09:00,4,9,Vasai,Virar,73,27,High,No,08:00
2020-10-10,16:45,5,10,Vasai,Virar,36,9,Low,No,16:45
2020-10-01,14:00,3,10,Borivali,Churchgate,39,11,Low,No,14:00
2022-04-12,22:00,1,4,Malad,Lower Parel,47,11,Medium,No,22:00
2021-10-30,11:00,5,10,Malad,Lower Parel,36,10,Medium,No,11:00
2022-04-02,09:45,5,4,Malad,Lower Parel,63,25,High,No,08:45
2020-09-18,04:45,4,9,Navi Mumbai,CST,39,4,Low,Yes,04:45
2021-06-18,03:45,4,6,Powai,Andheri,25,3,Low,No,03:45
2020-11-13,21:00,4,11,Bandra,Worli,33,17,Medium,No,21:00
2021-12-09,17:15,3,12,Andheri,BKC,58,33,Very High,No,16:15
2020-04-02,17:45,3,4,Malad,Lower Parel,89,35,Very High,No,16:45
2021-04-18,10:15,6,4,Dadar,Nariman Point,56,20,Low,No,10:15
2020-10-09,18:15,4,10,Malad,Lower Parel,95,35,Very High,No,17:15
2022-06-12,11:15,6,6,Dadar,Nariman Point,26,10,Medium,No,11:15
2020-08-24,15:15,0,8,Borivali,Churchgate,24,15,Medium,No,15:15
2020-05-03,04:45,6,5,Vasai,Virar,12,2,Low,No,04:45
2020-10-01,01:00,3,10,Vasai,Virar,26,3,Low,No,01:00
2020-07-14,15:30,1,7,Thane,Kurla,48,18,Medium,Yes,15:30
2020-08-22,16:30,5,8,Borivali,Churchgate,39,3,Low,No,16:30
2022-05-06,09:00,4,5,Borivali,Churchgate,47,21,Very High,No,08:00
2020-11-02,22:45,0,11,Vasai,Virar,21,6,Medium,No,22:45
2021-03-23,12:30,1,3,Navi Mumbai,CST,28,5,Medium,No,12:30
2021-09-26,07:15,6,9,Navi Mumbai,CST,40,3,Low,No,07:15
2020-12-22,19:45,1,12,Powai,Andheri,68,40,High,No,18:45
2021-09-02,09:30,3,9,Thane,Kurla,104,33,High,Yes,08:30
2022-03-08,08:45,1,3,Kandivali,Goregaon,71,22,Very High,No,07:45
2022-03-24,09:15,3,3,Andheri,BKC,65,35,High,No,08:15
2021-05-08,06:00,5,5,Malad,Lower Parel,19,8,Low,No,06:00
2020-04-24,04:00,4,4,Andheri,BKC,23,1,Low,No,04:00
2022-09-16,01:15,4,9,Vasai,Virar,37,0,Low,Yes,01:15
2022-07-06,06:30,2,7,Kandivali,Goregaon,32,13,Medium,Yes,06:30
2021-04-21,09:00,2,4,Powai,Andheri,70,28,Very High,No,08:00
2020-12-08,01:45,1,12,Andheri,BKC,16,3,Low,No,01:45
2021-11-22,09:00,0,11,Dadar,Nariman Point,52,23,Very High,No,08:00
2022-07-10,11:30,6,7,Andheri,BKC,35,6,Low,Yes,11:30
2021-10-07,06:00,3,10,Dadar,Nariman Point,24,15,Low,No,06:00
2022-03-31,21:45,3,3,Borivali,Churchgate,48,13,Medium,No,21:45
2020-04-30,11:30,3,4,Andheri,BKC,41,14,Medium,No,11:30
2022-03-12,15:15,5,3,Dadar,Nariman Point,37,3,Low,No,15:15
2021-06-25,17:00,4,6,Powai,Andheri,74,38,High,No,16:00
2020-11-14,03:15,5,11,Kandivali,Goregaon,16,2,Low,No,03:15
2022-04-20,08:15,2,4,Navi Mumbai,CST,57,32,Very High,No,07:15
2020-02-17,09:45,0,2,Navi Mumbai,CST,56,25,Very High,No,08:45
2021-12-13,22:15,0,12,Malad,Lower Parel,44,19,Low,No,22:15
2022-04-27,09:00,2,4,Dadar,Nariman Point,72,26,High,No,08:00
2022-07-26,00:00,1,7,Andheri,BKC,33,4,Low,Yes,00:00
2021-03-19,09:00,4,3,Navi Mumbai,CST,76,64,High,Yes,08:00
2020-03-22,06:15,6,3,Dadar,Nariman Point,32,4,Medium,No,06:15
2021-01-28,22:45,3,1,Borivali,Churchgate,33,14,Medium,No,22:45
2022-05-04,00:45,2,5,Andheri,BKC,19,2,Low,No,00:45
2021-03-29,17:30,0,3,Bandra,Worli,100,26,High,No,16:30
2020-01-11,17:45,5,1,Borivali,Churchgate,42,29,Low,No,17:45
2021-11-22,18:30,0,11,Malad,Lower Parel,63,34,High,No,17:30
2021-12-11,22:45,5,12,Kandivali,Goregaon,28,7,Low,No,22:45
2022-07-28,19:15,3,7,Powai,Andheri,111,49,Very High,Yes,18:15
2021-05-12,09:00,2,5,Powai,Andheri,80,35,High,No,08:00
2020-03-22,05:00,6,3,Powai,Andheri,16,10,Low,No,05:00
2020-10-19,11:15,0,10,Kandivali,Goregaon,39,5,Medium,No,11:15
2021-12-02,06:30,3,12,Vasai,Virar,27,7,Medium,No,06:30
2022-07-22,17:30,4,7,Bandra,Worli,97,37,Very High,No,16:30
2022-04-08,06:30,4,4,Dadar,Nariman Point,34,17,Medium,No,06:30
2020-02-11,09:45,1,2,Andheri,BKC,80,29,Very High,No,08:45
2020-05-15,19:45,4,5,Thane,Kurla,100,25,High,No,18:45
2021-05-11,06:30,1,5,Navi Mumbai,CST,43,6,Low,No,06:30
2020-06-23,19:00,1,6,Vasai,Virar,53,39,Very High,No,18:00
2021-06-11,10:45,4,6,Kandivali,Goregaon,77,25,High,No,09:45
2020-03-04,07:00,2,3,Navi Mumbai,CST,45,11,Low,No,07:00
2021-02-10,08:00,2,2,Borivali,Churchgate,71,34,Very High,No,07:00
2021-08-09,06:15,0,8,Vasai,Virar,27,27,Medium,Yes,06:15
2020-03-14,03:00,5,3,Malad,Lower Parel,24,2,Low,No,03:00
2021-04-23,23:00,4,4,Kandivali,Goregaon,47,18,Medium,No,23:00
2021-07-16,23:45,4,7,Borivali,Churchgate,65,21,Medium,Yes,23:45
2021-03-30,07:30,1,3,Bandra,Worli,30,9,Low,No,07:30
2021-03-10,10:30,2,3,Vasai,Virar,66,34,Very High,No,09:30
2021-03-09,06:30,1,3,Andheri,BKC,20,16,Medium,No,06:30
2022-02-06,19:15,6,2,Vasai,Virar,42,16,High,No,18:15
2021-12-20,05:45,0,12,Kandivali,Goregaon,31,8,Medium,No,05:45
2022-02-21,22:00,0,2,Navi Mumbai,CST,30,5,Medium,No,22:00
2021-02-11,01:30,3,2,Malad,Lower Parel,24,3,Low,No,01:30
2022-06-06,00:00,0,6,Vasai,Virar,36,1,Low,Yes,00:00
2021-02-23,09:00,1,2,Powai,Andheri,53,40,High,No,08:00
2022-04-23,02:45,5,4,Vasai,Virar,24,1,Low,No,02:45
2021-04-30,00:00,4,4,Kandivali,Goregaon,22,0,Low,No,00:00
2022-02-09,21:15,2,2,Bandra,Worli,20,7,Low,No,21:15
2021-05-06,01:45,3,5,Malad,Lower Parel,29,2,Low,No,01:45
2021-11-21,14:15,6,11,Thane,Kurla,19,4,Medium,No,14:15
2022-02-25,18:30,4,2,Andheri,BKC,52,31,High,No,17:30
2022-03-24,20:15,3,3,Bandra,Worli,52,46,High,No,19:15
2021-07-30,19:45,4,7,Powai,Andheri,59,25,High,No,18:45
2021-09-13,00:00,0,9,Navi Mumbai,CST,35,1,Low,Yes,00:00
2021-07-28,18:30,2,7,Borivali,Churchgate,105,48,Very High,Yes,17:30
2020-06-19,19:15,4,6,Borivali,Churchgate,124,39,High,Yes,18:15
2021-04-29,06:45,3,4,Kandivali,Goregaon,34,13,Medium,No,06:45
2022-04-15,10:45,4,4,Malad,Lower Parel,59,33,High,No,09:45
2020-05-28,16:45,3,5,Borivali,Churchgate,39,12,Medium,Yes,16:45
2021-01-18,17:45,0,1,Vasai,Virar,91,42,Very High,No,16:45
2021-06-21,22:30,0,6,Thane,Kurla,41,8,Medium,No,22:30
2020-10-31,15:15,5,10,Bandra,Worli,31,9,Medium,Yes,15:15
2020-02-07,20:30,4,2,Kandivali,Goregaon,88,33,High,No,19:30
2022-06-09,16:30,3,6,Thane,Kurla,42,13,Medium,No,16:30
2022-08-21,08:00,6,8,Andheri,BKC,44,22,High,No,07:00
2020-10-13,06:30,1,10,Vasai,Virar,22,20,Medium,No,06:30
2022-05-15,21:00,6,5,Malad,Lower Parel,32,10,Medium,No,21:00
2022-06-10,10:15,4,6,Powai,Andheri,67,63,Very High,Yes,09:15
2022-08-19,05:00,4,8,Kandivali,Goregaon,55,13,Medium,Yes,05:00
2022-07-20,23:45,2,7,Bandra,Worli,46,12,Medium,No,23:45
2021-10-11,21:30,0,10,Vasai,Virar,38,15,Low,No,21:30
2021-06-22,01:45,1,6,Navi Mumbai,CST,25,2,Low,No,01:45
2022-05-23,16:00,0,5,Dadar,Nariman Point,32,9,Low,No,16:00
2020-03-10,15:45,1,3,Dadar,Nariman Point,44,10,Low,No,15:45
2021-05-10,02:45,0,5,Malad,Lower Parel,20,0,Low,No,02:45
2020-02-16,18:00,6,2,Borivali,Churchgate,52,30,Low,No,18:00
2021-01-05,18:30,1,1,Andheri,BKC,73,42,Very High,No,17:30
2020-08-22,13:30,5,8,Thane,Kurla,48,9,Medium,Yes,13:30
2021-10-10,21:00,6,10,Kandivali,Goregaon,30,5,Low,No,21:00
2022-09-13,07:30,1,9,Vasai,Virar,37,18,Low,Yes,07:30
2021-08-24,13:45,1,8,Dadar,Nariman Point,37,27,Low,Yes,13:45
2021-10-25,03:45,0,10,Navi Mumbai,CST,22,2,Low,No,03:45
2022-01-03,07:30,0,1,Andheri,BKC,29,18,Medium,No,07:30
2021-05-21,10:45,4,5,Kandivali,Goregaon,81,36,High,No,09:45
2022-01-10,15:00,0,1,Thane,Kurla,25,10,Medium,No,15:00
2022-08-10,15:00,2,8,Kandivali,Goregaon,24,12,Low,No,15:00
2021-02-28,13:45,6,2,Dadar,Nariman Point,20,3,Low,No,13:45
2021-06-02,04:45,2,6,Vasai,Virar,23,0,Low,No,04:45
2020-10-21,16:00,2,10,Dadar,Nariman Point,36,8,Medium,No,16:00
2020-02-25,18:45,1,2,Malad,Lower Parel,71,38,Very High,No,17:45
2020-06-16,15:00,1,6,Borivali,Churchgate,41,16,Medium,Yes,15:00
2020-01-26,02:30,6,1,Thane,Kurla,12,3,Low,No,02:30
2022-02-25,14:15,4,2,Thane,Kurla,20,18,Medium,No,14:15
2022-02-20,23:00,6,2,Bandra,Worli,16,5,Medium,No,23:00
2021-02-05,19:15,4,2,Andheri,BKC,52,38,Very High,No,18:15
2022-07-25,00:00,0,7,Borivali,Churchgate,22,5,Low,No,00:00
2022-07-11,00:45,0,7,Powai,Andheri,25,3,Low,No,00:45
2020-01-08,03:00,2,1,Dadar,Nariman Point,22,4,Low,No,03:00
2021-12-21,03:00,1,12,Vasai,Virar,16,4,Low,No,03:00
2021-07-13,22:45,1,7,Dadar,Nariman Point,20,10,Low,No,22:45
2021-03-21,01:15,6,3,Bandra,Worli,16,0,Low,No,01:15
2022-05-12,09:45,3,5,Thane,Kurla,85,37,Very High,No,08:45
2020-08-26,19:45,2,8,Kandivali,Goregaon,109,51,Very High,Yes,18:45
2022-07-19,23:15,1,7,Malad,Lower Parel,41,16,Medium,No,23:15
2022-09-16,06:15,4,9,Borivali,Churchgate,55,25,Medium,Yes,06:15
2020-04-07,07:30,1,4,Powai,Andheri,44,8,Medium,No,07:30
2020-07-21,19:45,1,7,Andheri,BKC,72,37,Very High,No,18:45
2020-07-02,22:00,3,7,Navi Mumbai,CST,34,16,Low,No,22:00
2020-12-03,13:30,3,12,Navi Mumbai,CST,21,14,Medium,No,13:30
2020-04-06,00:45,0,4,Thane,Kurla,19,4,Low,No,00:45
2020-12-03,08:45,3,12,Malad,Lower Parel,73,43,High,No,07:45
2022-02-17,06:45,3,2,Thane,Kurla,43,13,Medium,No,06:45
2021-10-03,00:15,6,10,Kandivali,Goregaon,16,1,Low,No,00:15
2021-05-01,23:00,5,5,Bandra,Worli,24,11,Low,No,23:00
2020-05-04,11:00,0,5,Bandra,Worli,34,15,Low,No,11:00
2020-03-19,00:15,3,3,Navi Mumbai,CST,23,4,Low,No,00:15
2020-05-02,14:00,5,5,Borivali,Churchgate,40,10,Medium,No,14:00
2021-11-25,14:30,3,11,Borivali,Churchgate,24,10,Medium,No,14:30
2021-11-22,15:30,0,11,Powai,Andheri,38,17,Medium,No,15:30
2021-01-02,20:00,5,1,Dadar,Nariman Point,53,16,Low,No,20:00
2021-06-29,18:00,1,6,Powai,Andheri,62,29,Very High,No,17:00
2020-09-13,08:15,6,9,Powai,Andheri,50,40,High,Yes,07:15
2020-06-23,07:30,1,6,Bandra,Worli,41,25,Medium,Yes,07:30
2020-11-09,21:00,0,11,Malad,Lower Parel,21,6,Medium,No,21:00
2021-01-13,13:00,2,1,Malad,Lower Parel,41,7,Medium,No,13:00
2021-06-06,00:00,6,6,Kandivali,Goregaon,28,1,Low,Yes,00:00
2021-09-24,22:00,4,9,Vasai,Virar,38,7,Low,No,22:00
2021-03-25,23:00,3,3,Dadar,Nariman Point,46,16,Medium,No,23:00
2022-03-18,01:30,4,3,Malad,Lower Parel,17,0,Low,No,01:30
2020-04-20,17:00,0,4,Dadar,Nariman Point,68,31,High,No,16:00
2021-03-18,17:15,3,3,Borivali,Churchgate,65,37,Very High,No,16:15
2021-09-15,11:00,2,9,Kandivali,Goregaon,45,30,Low,Yes,11:00
2022-09-18,03:30,6,9,Borivali,Churchgate,24,1,Low,No,03:30
2021-05-30,08:00,6,5,Vasai,Virar,51,26,High,No,07:00
2021-01-19,00:30,1,1,Navi Mumbai,CST,15,1,Low,No,00:30
2022-02-06,02:30,6,2,Thane,Kurla,23,1,Low,No,02:30
2021-03-16,22:00,1,3,Vasai,Virar,33,10,Medium,No,22:00
2021-06-21,15:45,0,6,Andheri,BKC,32,22,Medium,Yes,15:45
2022-01-02,18:00,6,1,Navi Mumbai,CST,76,18,High,No,17:00
2021-12-08,16:45,2,12,Vasai,Virar,29,17,Medium,No,16:45
2021-09-25,20:45,5,9,Dadar,Nariman Point,53,22,Low,Yes,20:45
2022-03-30,11:45,2,3,Thane,Kurla,50,18,Low,No,11:45
2020-06-07,06:15,6,6,Malad,Lower Parel,46,15,Low,Yes,06:15
2021-06-15,21:45,1,6,Kandivali,Goregaon,26,15,Low,No,21:45
2020-01-10,00:30,4,1,Kandivali,Goregaon,16,3,Low,No,00:30
2020-05-18,13:45,0,5,Kandivali,Goregaon,27,20,Medium,No,13:45
2022-02-13,05:00,6,2,Powai,Andheri,17,4,Medium,No,05:00
2021-07-26,00:00,0,7,Navi Mumbai,CST,16,5,Low,No,00:00
2020-05-11,06:30,0,5,Vasai,Virar,21,15,Low,No,06:30
2020-12-24,02:15,3,12,Navi Mumbai,CST,22,0,Low,No,02:15
2020-08-28,19:15,4,8,Powai,Andheri,88,52,High,Yes,18:15
2020-02-10,12:45,0,2,Borivali,Churchgate,42,17,Low,No,12:45
2021-08-09,09:00,0,8,Vasai,Virar,49,43,High,No,08:00
2021-08-21,10:30,5,8,Malad,Lower Parel,66,27,Low,Yes,10:30
2020-12-29,23:15,1,12,Powai,Andheri,20,13,Medium,No,23:15
2020-06-08,15:30,0,6,Andheri,BKC,36,19,Medium,No,15:30
2021-07-05,04:30,0,7,Malad,Lower Parel,36,6,Low,Yes,04:30
2021-07-07,00:30,2,7,Kandivali,Goregaon,25,5,Low,No,00:30
2021-08-30,15:00,0,8,Navi Mumbai,CST,29,13,Medium,No,15:00
2022-01-31,05:45,0,1,Dadar,Nariman Point,33,9,Low,No,05:45
2021-04-07,21:00,2,4,Vasai,Virar,23,5,Medium,No,21:00
2022-06-29,00:30,2,6,Vasai,Virar,35,0,Low,Yes,00:30
2020-11-15,17:45,6,11,Navi Mumbai,CST,68,24,Low,No,17:45
2020-10-24,14:15,5,10,Bandra,Worli,19,7,Medium,No,14:15
2020-12-07,00:00,0,12,Powai,Andheri,16,4,Low,No,00:00
2020-03-01,21:30,6,3,Borivali,Churchgate,20,9,Low,No,21:30
2022-06-20,10:30,0,6,Thane,Kurla,80,37,Very High,No,09:30
2020-03-21,14:45,5,3,Dadar,Nariman Point,39,6,Medium,No,14:45
2021-07-16,23:30,4,7,Navi Mumbai,CST,35,25,Low,Yes,23:30
2022-03-07,01:30,0,3,Powai,Andheri,25,4,Low,No,01:30
2020-04-04,15:15,5,4,Malad,Lower Parel,16,10,Medium,No,15:15
2020-02-29,12:15,5,2,Bandra,Worli,30,3,Medium,No,12:15
2020-05-20,20:00,2,5,Powai,Andheri,58,44,Very High,No,19:00
2022-03-01,15:00,1,3,Bandra,Worli,25,9,Medium,No,15:00
2020-10-09,13:00,4,10,Dadar,Nariman Point,35,21,Low,Yes,13:00
2021-07-16,18:45,4,7,Andheri,BKC,57,35,High,No,17:45
2020-01-25,14:45,5,1,Bandra,Worli,28,5,Medium,No,14:45
2022-06-06,12:30,0,6,Kandivali,Goregaon,52,30,Medium,Yes,12:30
2022-07-12,00:30,1,7,Borivali,Churchgate,28,4,Low,Yes,00:30
2022-09-26,08:30,0,9,Malad,Lower Parel,85,23,Very High,No,07:30
2021-04-22,01:15,3,4,Andheri,BKC,20,2,Low,No,01:15
2021-10-19,16:45,1,10,Andheri,BKC,38,9,Medium,No,16:45
2022-05-14,00:00,5,5,Powai,Andheri,12,1,Low,No,00:00
2020-12-04,03:45,4,12,Borivali,Churchgate,18,5,Low,No,03:45
2022-05-17,23:00,1,5,Powai,Andheri,48,18,Medium,No,23:00
2021-12-21,20:45,1,12,Andheri,BKC,89,32,High,No,19:45
2021-03-02,11:00,1,3,Andheri,BKC,43,20,Medium,No,11:00
2022-08-22,00:30,0,8,Navi Mumbai,CST,23,3,Low,Yes,00:30
2021-03-11,00:15,3,3,Vasai,Virar,19,5,Low,No,00:15
2020-08-24,18:30,0,8,Andheri,BKC,100,73,Very High,Yes,17:30
2020-02-17,18:15,0,2,Bandra,Worli,97,46,Very High,No,17:15
2022-01-25,10:15,1,1,Andheri,BKC,90,34,Very High,No,09:15
2020-06-30,06:45,1,6,Thane,Kurla,20,19,Medium,No,06:45
2022-06-15,22:15,2,6,Navi Mumbai,CST,40,16,Medium,No,22:15
2022-05-17,11:15,1,5,Malad,Lower Parel,26,6,Medium,No,11:15
2020-07-25,16:15,5,7,Vasai,Virar,28,7,Medium,No,16:15
