parking_lot_name,area,total_capacity,occupied_spots,available_spots,occupancy_percentage,date,time,latitude,longitude,price_per_hour,status
Infiniti Mall Parking,Andheri,450,372,78,82.7,2021-08-30,19:15,19.135788978777793,72.83024591414244,80,Available
Thane Station Parking,Thane,300,12,288,4.1,2021-04-09,05:45,19.187013105350633,72.9702402672124,80,Available
BKC Parking Complex,BKC,500,377,123,75.5,2021-03-19,19:15,19.059830555587258,72.86594983112384,80,Available
Oberoi Mall Parking,Goregaon,600,213,387,35.5,2020-06-27,06:00,19.153693604555247,72.84836255834891,60,Available
BKC Parking Complex,BKC,500,16,484,3.4,2020-11-26,01:00,19.058641613767442,72.8644831896801,40,Available
Phoenix Palladium Parking,Lower Parel,800,729,71,91.1,2021-11-23,10:15,18.993014062831886,72.82631965509745,40,Available
Inorbit Mall Parking,Malad,700,288,412,41.2,2020-08-15,07:45,19.171440846898854,72.84767020197128,80,Available
BKC Parking Complex,BKC,500,45,455,9.1,2021-07-14,00:30,19.06013567721377,72.86565213744338,80,Available
Andheri Metro Parking,Andheri,200,178,22,89.1,2022-06-28,13:30,19.118674004858185,72.84784008912867,60,Available
Infiniti Mall Parking,Andheri,450,383,67,85.3,2021-05-23,14:45,19.137068092294797,72.82983081578736,20,Available
BKC Parking Complex,BKC,500,426,74,85.4,2020-08-25,11:15,19.06008556435564,72.86575270673369,30,Available
Infiniti Mall Parking,Andheri,450,328,122,73.0,2022-03-28,12:45,19.1364995837799,72.82970392930153,80,Available
Dadar Station Parking,Dadar,250,37,213,14.9,2022-07-28,03:45,19.016909302961782,72.84789157327559,50,Available
Infiniti Mall Parking,Andheri,450,32,418,7.2,2021-11-03,05:30,19.13639034365491,72.82963807139582,20,Available
R City Mall Parking,Ghatkopar,550,403,147,73.5,2021-08-22,09:30,19.085850458399225,72.90794658019352,20,Available
Thane Station Parking,Thane,300,270,30,90.1,2020-03-10,14:00,19.186548049566227,72.97149565452594,40,Available
Infiniti Mall Parking,Andheri,450,244,206,54.3,2021-07-05,22:30,19.135506469236443,72.83037255630919,20,Available
BKC Parking Complex,BKC,500,12,488,2.6,2021-06-28,04:45,19.058886396813364,72.8646164896399,40,Available
Infiniti Mall Parking,Andheri,450,416,34,92.6,2020-09-06,18:00,19.135752209777383,72.82993450462398,40,Available
Seawoods Grand Central,Navi Mumbai,400,393,7,98.3,2021-11-18,18:30,19.0194762952294,73.01686626734893,40,Limited
Andheri Metro Parking,Andheri,200,23,177,11.5,2020-03-31,02:15,19.119891349563574,72.84886243236265,40,Available
Andheri Metro Parking,Andheri,200,122,78,61.2,2020-12-10,21:45,19.11889439572039,72.84786028905413,50,Available
Seawoods Grand Central,Navi Mumbai,400,54,346,13.6,2020-09-22,05:30,19.01932919742169,73.01619966913225,20,Available
Phoenix Palladium Parking,Lower Parel,800,552,248,69.1,2020-06-20,06:00,18.99408318895806,72.82605290044229,50,Available
Inorbit Mall Parking,Malad,700,558,142,79.8,2021-11-17,10:15,19.17144054231987,72.8475177840031,40,Available
Seawoods Grand Central,Navi Mumbai,400,190,210,47.6,2020-03-15,06:45,19.019467995062843,73.01622132652322,50,Available
Dadar Station Parking,Dadar,250,17,233,6.9,2020-12-06,04:00,19.018295732758578,72.84814947815141,50,Available
Oberoi Mall Parking,Goregaon,600,201,399,33.6,2022-05-13,09:30,19.154063998897954,72.84992066843377,40,Available
Andheri Metro Parking,Andheri,200,115,85,57.8,2020-12-29,22:00,19.11882332610812,72.84791199858213,50,Available
Thane Station Parking,Thane,300,253,47,84.4,2020-01-29,20:30,19.186932467823876,72.96977349025595,20,Available
Oberoi Mall Parking,Goregaon,600,66,534,11.1,2020-01-30,00:15,19.153476766912682,72.84953281887847,20,Available
Infiniti Mall Parking,Andheri,450,271,179,60.2,2021-11-05,07:15,19.135728364784054,72.82861423816233,40,Available
R City Mall Parking,Ghatkopar,550,439,111,79.9,2020-11-10,13:15,19.084964445447554,72.90797144857552,50,Available
BKC Parking Complex,BKC,500,42,458,8.6,2021-09-29,05:30,19.059352220755272,72.86495076817152,80,Available
Thane Station Parking,Thane,300,47,253,15.9,2021-01-17,04:15,19.186431743911257,72.97105415491656,50,Available
R City Mall Parking,Ghatkopar,550,70,480,12.8,2021-10-20,02:00,19.086194348133716,72.90830582486103,60,Available
Infiniti Mall Parking,Andheri,450,404,46,89.8,2021-04-22,13:30,19.13721279250589,72.83003046967663,40,Available
Oberoi Mall Parking,Goregaon,600,326,274,54.4,2020-07-01,09:00,19.155095624306174,72.84888954481465,40,Available
Inorbit Mall Parking,Malad,700,305,395,43.7,2021-08-31,16:45,19.172761834781227,72.84778990943222,30,Available
Oberoi Mall Parking,Goregaon,600,383,217,64.0,2020-06-15,07:45,19.154153253588394,72.84998935795797,40,Available
BKC Parking Complex,BKC,500,18,482,3.7,2021-04-17,02:30,19.060301732416857,72.86598660730796,80,Available
Thane Station Parking,Thane,300,258,42,86.3,2022-06-19,10:30,19.187182398625286,72.97049474002505,20,Available
Seawoods Grand Central,Navi Mumbai,400,391,9,97.9,2021-11-12,20:45,19.02058843835344,73.01680653395894,60,Limited
Andheri Metro Parking,Andheri,200,121,79,60.8,2020-09-01,22:30,19.11907348996023,72.8479909132236,60,Available
Thane Station Parking,Thane,300,24,276,8.3,2022-08-19,00:30,19.186463268967742,72.97119695551012,20,Available
BKC Parking Complex,BKC,500,74,426,14.9,2022-08-19,04:15,19.05983409195683,72.86568520583732,30,Available
Phoenix Palladium Parking,Lower Parel,800,78,722,9.8,2022-08-03,02:45,18.99342987942994,72.82667455297637,40,Available
Thane Station Parking,Thane,300,38,262,12.9,2022-06-12,01:00,19.18535899924441,72.97046381282748,60,Available
Seawoods Grand Central,Navi Mumbai,400,271,129,67.9,2021-10-20,13:15,19.0199267685063,73.01774015689645,40,Available
Inorbit Mall Parking,Malad,700,314,386,44.9,2022-01-23,06:15,19.172788416698612,72.84830995564758,80,Available
Dadar Station Parking,Dadar,250,229,21,91.7,2020-02-17,13:15,19.01857202716989,72.8470866036322,30,Available
Seawoods Grand Central,Navi Mumbai,400,366,34,91.7,2020-10-29,20:30,19.019512099676646,73.01642341922037,40,Available
Andheri Metro Parking,Andheri,200,164,36,82.1,2021-12-26,14:15,19.11867698245649,72.84796375633306,30,Available
Seawoods Grand Central,Navi Mumbai,400,35,365,8.9,2022-08-10,04:45,19.02035048323452,73.01785552796808,50,Available
Thane Station Parking,Thane,300,213,87,71.1,2021-06-24,12:15,19.18588173886287,72.97149162221315,60,Available
Inorbit Mall Parking,Malad,700,623,77,89.1,2020-04-07,10:30,19.172519064572764,72.84710509435442,80,Available
R City Mall Parking,Ghatkopar,550,312,238,56.7,2020-06-08,09:15,19.08598542852536,72.90876512605567,80,Available
R City Mall Parking,Ghatkopar,550,31,519,5.8,2021-12-09,05:00,19.08657884404889,72.9073241543188,20,Available
Infiniti Mall Parking,Andheri,450,399,51,88.8,2020-10-23,18:30,19.13707003755771,72.83019780111879,40,Available
Phoenix Palladium Parking,Lower Parel,800,32,768,4.1,2020-01-03,05:00,18.99385964719617,72.82698613653075,50,Available
BKC Parking Complex,BKC,500,464,36,92.9,2022-07-18,17:45,19.05973567845992,72.86622465036997,60,Available
Andheri Metro Parking,Andheri,200,183,17,91.8,2020-06-04,13:00,19.11930417715098,72.8485475627201,60,Available
BKC Parking Complex,BKC,500,470,30,94.2,2022-06-28,15:15,19.06029242104863,72.86568453478819,30,Available
Thane Station Parking,Thane,300,288,12,96.1,2021-12-28,20:00,19.186214971573392,72.96973162811673,80,Available
Seawoods Grand Central,Navi Mumbai,400,18,382,4.7,2020-02-16,02:30,19.01894760095574,73.01608805173666,60,Available
Phoenix Palladium Parking,Lower Parel,800,547,253,68.4,2020-12-04,11:00,18.993912816324066,72.82595906130531,80,Available
Seawoods Grand Central,Navi Mumbai,400,169,231,42.4,2022-03-06,06:30,19.02043905343016,73.01777136435273,40,Available
Dadar Station Parking,Dadar,250,93,157,37.6,2020-04-18,06:45,19.018156681257715,72.84863505024538,60,Available
Infiniti Mall Parking,Andheri,450,362,88,80.7,2020-11-17,15:00,19.135873243769982,72.8298135603856,40,Available
Thane Station Parking,Thane,300,141,159,47.1,2020-01-12,07:00,19.185852009037177,72.97037769318007,80,Available
Thane Station Parking,Thane,300,264,36,88.2,2021-04-17,18:45,19.18635020583599,72.97130281808136,30,Available
BKC Parking Complex,BKC,500,495,5,99.0,2021-01-10,17:15,19.058957382691258,72.86576496491253,30,Limited
R City Mall Parking,Ghatkopar,550,57,493,10.4,2021-07-09,04:45,19.085703247478286,72.9081278272483,20,Available
Infiniti Mall Parking,Andheri,450,192,258,42.7,2022-04-10,21:00,19.1358312199219,72.82942267706518,80,Available
Phoenix Palladium Parking,Lower Parel,800,704,96,88.1,2020-11-03,19:45,18.992647379909965,72.82595598335575,60,Available
Seawoods Grand Central,Navi Mumbai,400,306,94,76.7,2021-09-30,15:00,19.019489811350464,73.01723217999847,30,Available
Oberoi Mall Parking,Goregaon,600,537,63,89.6,2020-11-22,14:45,19.154011432722733,72.84966838996203,80,Available
Inorbit Mall Parking,Malad,700,673,27,96.2,2020-06-23,19:15,19.173355817389858,72.84885081636773,20,Available
R City Mall Parking,Ghatkopar,550,337,213,61.4,2020-10-02,23:45,19.08657215678618,72.90753422734453,80,Available
Andheri Metro Parking,Andheri,200,182,18,91.3,2020-10-31,19:00,19.118971192811298,72.84807638424306,60,Available
Oberoi Mall Parking,Goregaon,600,91,509,15.2,2022-02-19,05:15,19.15525782404415,72.8498153784369,50,Available
R City Mall Parking,Ghatkopar,550,406,144,73.9,2020-04-01,12:30,19.085869253796833,72.90742853896991,30,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2022-04-02,17:45,19.154334662328186,72.84913182830792,60,Limited
Dadar Station Parking,Dadar,250,219,31,87.8,2021-07-10,19:45,19.01766831758969,72.8484133303863,20,Available
Andheri Metro Parking,Andheri,200,24,176,12.5,2021-11-13,04:30,19.11973646972405,72.84813639765704,30,Available
R City Mall Parking,Ghatkopar,550,527,23,95.8,2021-07-03,14:00,19.08632312683917,72.90785416376598,60,Available
Oberoi Mall Parking,Goregaon,600,35,565,5.9,2021-03-04,05:00,19.15435441378406,72.84886720923672,80,Available
BKC Parking Complex,BKC,500,263,237,52.8,2020-05-02,16:00,19.059048641711712,72.86584944962583,80,Available
Oberoi Mall Parking,Goregaon,600,472,128,78.7,2020-01-14,11:15,19.15501156915205,72.84891037890398,80,Available
Inorbit Mall Parking,Malad,700,237,463,33.9,2021-08-31,07:45,19.171915577081602,72.8487504979504,50,Available
R City Mall Parking,Ghatkopar,550,507,43,92.3,2021-09-21,12:15,19.084859953849104,72.90735190232873,40,Available
Seawoods Grand Central,Navi Mumbai,400,16,384,4.1,2020-07-30,02:30,19.018642169159385,73.01668633448199,50,Available
Infiniti Mall Parking,Andheri,450,46,404,10.4,2022-02-22,00:30,19.136829194598377,72.82921684274935,50,Available
Seawoods Grand Central,Navi Mumbai,400,388,12,97.2,2020-05-30,18:15,19.0205211317516,73.01687887868786,80,Available
Thane Station Parking,Thane,300,297,3,99.0,2021-07-24,19:45,19.18531736573038,72.97104283036505,80,Limited
Seawoods Grand Central,Navi Mumbai,400,305,95,76.3,2021-01-28,13:30,19.019630125263745,73.01722409088119,80,Available
R City Mall Parking,Ghatkopar,550,241,309,44.0,2020-02-14,16:30,19.084623798673938,72.90889353162497,30,Available
Oberoi Mall Parking,Goregaon,600,408,192,68.1,2020-01-13,11:30,19.154185009062807,72.84810959746805,80,Available
Oberoi Mall Parking,Goregaon,600,71,529,11.8,2022-05-08,04:45,19.155106996702877,72.84902908854599,50,Available
R City Mall Parking,Ghatkopar,550,516,34,93.9,2020-01-10,19:15,19.086142761627304,72.90828012889581,30,Available
Dadar Station Parking,Dadar,250,199,51,79.7,2022-06-06,19:00,19.01710879742348,72.84835751447146,20,Available
Andheri Metro Parking,Andheri,200,146,54,73.3,2022-07-14,13:15,19.119385128411288,72.84770017520486,80,Available
Phoenix Palladium Parking,Lower Parel,800,76,724,9.5,2021-12-23,02:30,18.993222845195433,72.82641961628366,20,Available
Inorbit Mall Parking,Malad,700,586,114,83.7,2020-08-13,13:45,19.171978047325542,72.84759755813738,80,Available
R City Mall Parking,Ghatkopar,550,382,168,69.6,2021-11-23,15:45,19.086165370431733,72.90795390641611,80,Available
Thane Station Parking,Thane,300,189,111,63.3,2022-01-23,06:00,19.187003266480037,72.97051780779336,40,Available
R City Mall Parking,Ghatkopar,550,63,487,11.6,2022-05-09,01:30,19.086360131007204,72.90768458678276,60,Available
Oberoi Mall Parking,Goregaon,600,553,47,92.2,2022-07-10,11:30,19.15483244728837,72.84886044352922,30,Available
Phoenix Palladium Parking,Lower Parel,800,114,686,14.3,2021-03-28,01:30,18.993579145911834,72.8262669260523,40,Available
Oberoi Mall Parking,Goregaon,600,326,274,54.4,2022-01-16,07:45,19.154422072866705,72.84982748831428,80,Available
Dadar Station Parking,Dadar,250,93,157,37.5,2021-06-22,21:30,19.01807393683082,72.84690423779462,20,Available
Inorbit Mall Parking,Malad,700,440,260,62.9,2020-01-15,21:15,19.172328568873095,72.84789395825848,80,Available
Oberoi Mall Parking,Goregaon,600,214,386,35.7,2021-12-22,23:30,19.15534198720138,72.84932047320406,80,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2021-04-04,10:30,19.154992068733403,72.84815145683183,30,Limited
R City Mall Parking,Ghatkopar,550,327,223,59.5,2020-02-27,08:45,19.085059252649064,72.90840050221416,40,Available
BKC Parking Complex,BKC,500,50,450,10.2,2020-03-11,03:30,19.060472158792958,72.865482306733,40,Available
Inorbit Mall Parking,Malad,700,387,313,55.3,2021-10-08,07:30,19.17250389005324,72.84889041449797,30,Available
R City Mall Parking,Ghatkopar,550,492,58,89.5,2021-11-04,20:30,19.085010903590494,72.90793683130093,40,Available
Phoenix Palladium Parking,Lower Parel,800,56,744,7.1,2022-04-01,05:30,18.99307869621078,72.82608050298515,30,Available
Oberoi Mall Parking,Goregaon,600,31,569,5.2,2020-09-17,05:45,19.154609653657054,72.84863551710286,80,Available
Andheri Metro Parking,Andheri,200,198,2,99.0,2021-04-25,14:45,19.119542316654083,72.84814907777968,40,Limited
Seawoods Grand Central,Navi Mumbai,400,237,163,59.3,2020-11-04,09:15,19.020292853485174,73.01615605645488,50,Available
R City Mall Parking,Ghatkopar,550,497,53,90.4,2021-05-09,17:30,19.08588079832177,72.90806968104198,20,Available
Oberoi Mall Parking,Goregaon,600,341,259,57.0,2021-03-23,08:45,19.15405819376262,72.84901800740506,60,Available
R City Mall Parking,Ghatkopar,550,211,339,38.5,2022-06-17,09:00,19.085566092652357,72.90780083332179,40,Available
Dadar Station Parking,Dadar,250,182,68,73.1,2020-08-29,07:15,19.01796410555023,72.8487784514539,60,Available
Andheri Metro Parking,Andheri,200,97,103,48.8,2020-07-27,16:00,19.11912082966805,72.84708314463894,30,Available
Seawoods Grand Central,Navi Mumbai,400,375,25,93.9,2020-01-26,19:00,19.018910130313245,73.0172311219381,40,Available
BKC Parking Complex,BKC,500,290,210,58.1,2022-07-21,08:45,19.059468334442478,72.86575194055577,60,Available
BKC Parking Complex,BKC,500,418,82,83.8,2022-03-24,14:15,19.05951289975819,72.86574186901196,20,Available
Infiniti Mall Parking,Andheri,450,390,60,86.7,2020-06-09,15:45,19.13641935633365,72.83058102822146,20,Available
Andheri Metro Parking,Andheri,200,171,29,85.5,2022-09-22,19:45,19.119769832469245,72.84802293353866,60,Available
R City Mall Parking,Ghatkopar,550,59,491,10.8,2021-02-10,03:00,19.085571150720224,72.90775206464758,50,Available
Seawoods Grand Central,Navi Mumbai,400,358,42,89.7,2020-08-02,19:45,19.018710162519092,73.01730170227795,60,Available
Thane Station Parking,Thane,300,280,20,93.3,2020-09-03,20:00,19.18543033024753,72.97101672940141,40,Available
Dadar Station Parking,Dadar,250,247,3,99.0,2021-06-27,17:00,19.017479173121654,72.84694095464788,60,Limited
BKC Parking Complex,BKC,500,243,257,48.6,2020-04-01,16:30,19.060508564225156,72.86632931715052,80,Available
Oberoi Mall Parking,Goregaon,600,36,564,6.1,2021-03-21,05:30,19.15433858013963,72.84822539136249,80,Available
Thane Station Parking,Thane,300,292,8,97.6,2021-08-21,14:45,19.18614725406864,72.97122277589033,20,Limited
Oberoi Mall Parking,Goregaon,600,454,146,75.7,2021-06-01,15:00,19.155190284753868,72.85004690408229,60,Available
Phoenix Palladium Parking,Lower Parel,800,75,725,9.5,2020-09-18,01:30,18.99380395461399,72.82696748557515,20,Available
R City Mall Parking,Ghatkopar,550,55,495,10.1,2022-06-10,01:00,19.085624702380414,72.90764500998574,50,Available
Seawoods Grand Central,Navi Mumbai,400,168,232,42.1,2022-08-08,06:00,19.018729456038777,73.0175495687134,60,Available
Dadar Station Parking,Dadar,250,110,140,44.1,2020-11-09,07:00,19.016897679839854,72.84796413504655,80,Available
Dadar Station Parking,Dadar,250,148,102,59.6,2020-06-01,22:15,19.01816572593521,72.84778294115105,40,Available
Andheri Metro Parking,Andheri,200,114,86,57.5,2021-10-23,09:45,19.120333050718365,72.84884425265234,40,Available
Infiniti Mall Parking,Andheri,450,285,165,63.5,2022-04-09,06:15,19.136929339734028,72.83006543292586,80,Available
Phoenix Palladium Parking,Lower Parel,800,580,220,72.6,2022-07-30,08:15,18.994378480598805,72.82562114776026,40,Available
BKC Parking Complex,BKC,500,455,45,91.1,2022-05-31,10:15,19.05954536274864,72.86463137358211,20,Available
Thane Station Parking,Thane,300,251,49,83.9,2021-04-01,14:45,19.18559052243752,72.96988822856338,20,Available
Infiniti Mall Parking,Andheri,450,401,49,89.3,2020-01-19,10:45,19.136236697073574,72.82965334750631,40,Available
Inorbit Mall Parking,Malad,700,513,187,73.4,2020-05-03,07:15,19.17209797694039,72.84718218744601,20,Available
Infiniti Mall Parking,Andheri,450,431,19,95.8,2021-07-15,19:30,19.13631754087995,72.83057215032407,50,Available
Inorbit Mall Parking,Malad,700,414,286,59.2,2020-01-18,06:00,19.172494440455655,72.84804100732461,50,Available
Dadar Station Parking,Dadar,250,104,146,41.7,2020-01-14,08:45,19.018794679146502,72.84837393838369,80,Available
Inorbit Mall Parking,Malad,700,65,635,9.4,2021-01-26,04:15,19.17188721885242,72.8477479777832,40,Available
Thane Station Parking,Thane,300,204,96,68.1,2021-05-18,13:30,19.186149360409633,72.97110870345661,50,Available
Dadar Station Parking,Dadar,250,230,20,92.3,2020-05-02,15:15,19.017120838324313,72.84832352179149,50,Available
Dadar Station Parking,Dadar,250,84,166,33.6,2021-04-02,23:30,19.01752992398175,72.8468966595334,50,Available
Thane Station Parking,Thane,300,20,280,7.0,2022-05-23,00:30,19.186992815365475,72.97121020076725,50,Available
Phoenix Palladium Parking,Lower Parel,800,86,714,10.8,2022-02-03,01:30,18.993321177276933,72.82662725195489,20,Available
Andheri Metro Parking,Andheri,200,166,34,83.0,2022-02-24,11:45,19.12034783332695,72.84710551715423,20,Available
Thane Station Parking,Thane,300,252,48,84.1,2021-03-15,17:30,19.18584023819224,72.96993137464717,80,Available
Andheri Metro Parking,Andheri,200,12,188,6.2,2020-10-25,01:45,19.11952179568472,72.84844956286402,20,Available
Seawoods Grand Central,Navi Mumbai,400,351,49,88.0,2020-11-20,13:15,19.019252325171767,73.01697893431056,20,Available
Infiniti Mall Parking,Andheri,450,309,141,68.7,2022-03-19,09:30,19.135943741675487,72.83058530152731,50,Available
Inorbit Mall Parking,Malad,700,80,620,11.6,2020-03-28,02:30,19.172712950166286,72.84863039153058,80,Available
Inorbit Mall Parking,Malad,700,70,630,10.0,2021-01-14,03:30,19.171745733706857,72.84819783065794,30,Available
Phoenix Palladium Parking,Lower Parel,800,318,482,39.8,2022-02-19,23:30,18.994051662956128,72.8257121139881,50,Available
Seawoods Grand Central,Navi Mumbai,400,26,374,6.6,2022-02-01,04:45,19.019491518408806,73.01607471162728,60,Available
Seawoods Grand Central,Navi Mumbai,400,281,119,70.4,2020-01-30,15:00,19.01927567146143,73.01675310992866,30,Available
Dadar Station Parking,Dadar,250,166,84,66.6,2020-10-06,11:00,19.017112609501893,72.84827076156738,40,Available
Infiniti Mall Parking,Andheri,450,437,13,97.2,2021-05-06,20:15,19.135694314910836,72.82930727853703,50,Available
Seawoods Grand Central,Navi Mumbai,400,139,261,34.9,2020-03-28,06:15,19.01970048579874,73.0168110106941,20,Available
Phoenix Palladium Parking,Lower Parel,800,724,76,90.5,2022-06-30,14:00,18.99406583828352,72.82721516559988,80,Available
Andheri Metro Parking,Andheri,200,137,63,68.8,2022-01-01,21:00,19.119434016602046,72.8477412212546,50,Available
Infiniti Mall Parking,Andheri,450,372,78,82.7,2021-02-25,14:00,19.137407875043955,72.83010391093336,30,Available
Inorbit Mall Parking,Malad,700,50,650,7.3,2022-01-22,03:15,19.173254954400264,72.84746917498084,80,Available
Phoenix Palladium Parking,Lower Parel,800,89,711,11.2,2020-08-01,03:15,18.994424863514954,72.82728951510111,60,Available
Dadar Station Parking,Dadar,250,247,3,99.0,2022-03-05,18:00,19.018412255382177,72.84761648338258,50,Limited
R City Mall Parking,Ghatkopar,550,66,484,12.0,2020-03-26,00:15,19.084947637522443,72.90836431879329,40,Available
Dadar Station Parking,Dadar,250,15,235,6.3,2020-03-24,05:45,19.018586274053078,72.84763022406649,20,Available
Seawoods Grand Central,Navi Mumbai,400,15,385,3.8,2022-09-10,00:45,19.019183031921706,73.0163030854537,40,Available
Oberoi Mall Parking,Goregaon,600,490,110,81.8,2021-01-13,12:15,19.154661568976287,72.84836303886931,80,Available
Seawoods Grand Central,Navi Mumbai,400,261,139,65.4,2022-09-26,15:00,19.0191038205228,73.0160293453643,30,Available
Andheri Metro Parking,Andheri,200,86,114,43.5,2020-02-14,08:45,19.118616131318802,72.84729648916588,40,Available
Infiniti Mall Parking,Andheri,450,299,151,66.5,2021-08-06,15:45,19.13598765120093,72.83014243661714,40,Available
Infiniti Mall Parking,Andheri,450,19,431,4.2,2020-12-01,04:00,19.136836817937162,72.830178686291,50,Available
Phoenix Palladium Parking,Lower Parel,800,41,759,5.2,2021-06-29,05:15,18.99423449282736,72.82563796399396,60,Available
Seawoods Grand Central,Navi Mumbai,400,374,26,93.5,2021-08-28,14:30,19.020050481201192,73.01711479803242,80,Available
Seawoods Grand Central,Navi Mumbai,400,392,8,98.2,2022-06-04,20:15,19.018985733541776,73.01599924672811,30,Limited
Phoenix Palladium Parking,Lower Parel,800,642,158,80.3,2022-06-02,18:30,18.99406223615887,72.8264798001817,80,Available
Thane Station Parking,Thane,300,256,44,85.6,2022-02-19,11:30,19.18695115353307,72.97153285923945,50,Available
Phoenix Palladium Parking,Lower Parel,800,70,730,8.9,2021-09-22,04:30,18.993227866875415,72.82566669164095,20,Available
Andheri Metro Parking,Andheri,200,62,138,31.5,2021-06-29,21:00,19.120587424429544,72.84867203605378,20,Available
BKC Parking Complex,BKC,500,41,459,8.3,2022-01-07,00:15,19.05921982759321,72.86540428162114,60,Available
Oberoi Mall Parking,Goregaon,600,63,537,10.6,2021-02-23,01:45,19.155147735966484,72.84864629071491,50,Available
BKC Parking Complex,BKC,500,57,443,11.5,2020-05-12,02:15,19.059689121264793,72.86502167242116,30,Available
Andheri Metro Parking,Andheri,200,79,121,39.7,2020-10-15,21:45,19.118787666930643,72.8485524433201,50,Available
Infiniti Mall Parking,Andheri,450,301,149,67.0,2021-01-13,11:00,19.13573813615099,72.82934460557777,30,Available
Seawoods Grand Central,Navi Mumbai,400,46,354,11.7,2020-01-21,03:30,19.019997358835592,73.01742838645133,20,Available
Infiniti Mall Parking,Andheri,450,229,221,50.9,2021-04-24,22:30,19.137241317327916,72.83011861751362,50,Available
Dadar Station Parking,Dadar,250,28,222,11.2,2022-01-11,03:30,19.018016361403312,72.84742445188861,60,Available
Phoenix Palladium Parking,Lower Parel,800,658,142,82.3,2022-05-02,19:30,18.992707315870675,72.82673687321434,40,Available
Thane Station Parking,Thane,300,260,40,86.9,2020-06-01,11:45,19.18594801393175,72.97093413568855,60,Available
Thane Station Parking,Thane,300,40,260,13.5,2020-11-12,01:00,19.186765474053118,72.9713061071947,50,Available
BKC Parking Complex,BKC,500,70,430,14.1,2021-10-04,04:00,19.05953760494772,72.86569829024101,80,Available
Infiniti Mall Parking,Andheri,450,26,424,5.9,2022-01-07,02:15,19.136135058933085,72.82981161578513,50,Available
Seawoods Grand Central,Navi Mumbai,400,288,112,72.1,2020-11-28,23:30,19.01949067322973,73.01775184958386,50,Available
Inorbit Mall Parking,Malad,700,88,612,12.6,2021-01-21,02:15,19.173029332465735,72.84726576464013,60,Available
Seawoods Grand Central,Navi Mumbai,400,173,227,43.3,2021-03-24,08:15,19.019244233686106,73.01615683826255,50,Available
Andheri Metro Parking,Andheri,200,145,55,72.6,2021-12-14,13:15,19.119292342878616,72.84836538589109,20,Available
Phoenix Palladium Parking,Lower Parel,800,422,378,52.8,2021-02-19,06:45,18.99358971931363,72.82562991024004,40,Available
BKC Parking Complex,BKC,500,429,71,85.8,2022-07-08,14:15,19.06004492081321,72.86570490542111,40,Available
Dadar Station Parking,Dadar,250,236,14,94.6,2021-11-29,17:30,19.017359250261844,72.84871066140788,80,Available
Seawoods Grand Central,Navi Mumbai,400,45,355,11.4,2022-07-04,02:30,19.019809246941005,73.01788033898812,20,Available
Dadar Station Parking,Dadar,250,217,33,87.2,2021-12-11,17:15,19.01773363632952,72.84763940138453,80,Available
BKC Parking Complex,BKC,500,214,286,42.8,2022-08-04,23:00,19.05897600406919,72.86636552874214,30,Available
Dadar Station Parking,Dadar,250,110,140,44.0,2021-05-28,08:15,19.01771966234187,72.84720514437079,30,Available
Andheri Metro Parking,Andheri,200,81,119,40.8,2022-08-04,09:30,19.118770671739362,72.84832360835235,80,Available
Inorbit Mall Parking,Malad,700,565,135,80.8,2021-08-05,10:00,19.171598294012128,72.84818380941317,80,Available
Thane Station Parking,Thane,300,296,4,98.7,2021-02-28,11:30,19.186568792173233,72.97092738705997,30,Limited
Inorbit Mall Parking,Malad,700,79,621,11.4,2021-12-13,05:15,19.172995240106438,72.84767175300324,60,Available
BKC Parking Complex,BKC,500,327,173,65.5,2021-05-11,10:15,19.059174583290726,72.86557897790513,50,Available
Oberoi Mall Parking,Goregaon,600,65,535,10.9,2021-10-25,05:45,19.154619893717268,72.84858527990723,30,Available
Andheri Metro Parking,Andheri,200,179,21,89.9,2021-09-25,17:30,19.11955698335022,72.84733033383604,20,Available
Andheri Metro Parking,Andheri,200,105,95,52.8,2020-02-10,21:00,19.11973284290443,72.84845161285055,40,Available
Thane Station Parking,Thane,300,297,3,99.0,2021-07-03,19:45,19.18702659195273,72.97090762553273,40,Limited
Oberoi Mall Parking,Goregaon,600,34,566,5.7,2020-05-13,00:30,19.15538887656153,72.84992083303439,40,Available
Seawoods Grand Central,Navi Mumbai,400,51,349,12.9,2020-09-03,04:45,19.019807328418842,73.01700648006997,80,Available
Seawoods Grand Central,Navi Mumbai,400,15,385,3.8,2022-01-13,04:30,19.018971877278215,73.01690539650686,20,Available
Infiniti Mall Parking,Andheri,450,329,121,73.1,2020-09-27,16:00,19.137227324120133,72.8302517329118,30,Available
R City Mall Parking,Ghatkopar,550,331,219,60.3,2020-06-01,21:30,19.08523524418048,72.90851582422435,60,Available
Andheri Metro Parking,Andheri,200,198,2,99.0,2020-10-10,10:15,19.118700701132585,72.84737735965908,80,Limited
Infiniti Mall Parking,Andheri,450,301,149,67.1,2021-07-14,12:30,19.13684744637798,72.83029963171347,40,Available
Thane Station Parking,Thane,300,185,115,61.9,2020-11-05,06:45,19.18718308390901,72.97123675914794,50,Available
Oberoi Mall Parking,Goregaon,600,262,338,43.7,2021-08-04,22:15,19.15418248824572,72.84921493401237,80,Available
