holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,road_name
None,299.15,0.0,0.0,43,Clear,sky is clear,2022-01-17 20:00:00,5383,NH-48 Mumbai-Pune
None,299.21,0.0,0.0,33,Clouds,overcast clouds,2022-01-17 21:00:00,2433,Andheri-Kurla Road
None,296.07,0.0,0.0,86,Clouds,broken clouds,2022-01-17 22:00:00,1527,Sion-Panvel Highway
None,297.3,0.0,0.0,19,Clouds,overcast clouds,2022-01-17 23:00:00,1643,Ghodbunder Road
None,296.95,18.33,0.0,84,Rain,moderate rain,2022-01-18 00:00:00,370,LBS Marg
None,298.61,0.0,0.0,70,Clouds,broken clouds,2022-01-18 01:00:00,670,Western Express Highway
None,296.05,0.0,0.0,6,Clouds,broken clouds,2022-01-18 02:00:00,669,Western Express Highway
None,298.2,0.0,0.0,10,Clear,sky is clear,2022-01-18 03:00:00,511,Western Express Highway
None,298.22,0.0,0.0,73,Clouds,broken clouds,2022-01-18 04:00:00,331,Eastern Express Highway
None,296.71,0.0,0.0,77,Clouds,overcast clouds,2022-01-18 05:00:00,2067,Eastern Express Highway
None,297.56,0.0,0.0,23,Mist,mist,2022-01-18 06:00:00,2724,LBS Marg
None,298.38,0.0,0.0,28,Clear,sky is clear,2022-01-18 07:00:00,3117,LBS Marg
None,299.84,0.0,0.0,81,Clouds,broken clouds,2022-01-18 08:00:00,5034,NH-48 Mumbai-Pune
None,297.09,0.0,0.0,42,Mist,mist,2022-01-18 09:00:00,5477,Andheri-Kurla Road
None,296.36,0.0,0.0,8,Mist,mist,2022-01-18 10:00:00,5639,Andheri-Kurla Road
None,296.05,0.0,0.0,25,Haze,haze,2022-01-18 11:00:00,2324,Ghodbunder Road
None,298.35,0.0,0.0,63,Haze,haze,2022-01-18 12:00:00,2054,Andheri-Kurla Road
None,297.47,0.0,0.0,40,Mist,mist,2022-01-18 13:00:00,1692,Andheri-Kurla Road
None,299.71,0.0,0.0,51,Haze,haze,2022-01-18 14:00:00,2820,Eastern Express Highway
None,299.57,0.0,0.0,47,Clear,sky is clear,2022-01-18 15:00:00,2285,Jogeshwari-Vikhroli Link Road
None,299.97,0.0,0.0,80,Mist,mist,2022-01-18 16:00:00,2387,Sion-Panvel Highway
None,299.93,0.0,0.0,21,Haze,haze,2022-01-18 17:00:00,6687,LBS Marg
None,298.72,0.0,0.0,49,Mist,mist,2022-01-18 18:00:00,5027,Sion-Panvel Highway
None,299.94,0.0,0.0,44,Mist,mist,2022-01-18 19:00:00,6808,Link Road
None,296.61,0.97,0.0,76,Rain,light rain,2022-01-18 20:00:00,5804,Eastern Express Highway
None,298.84,0.0,0.0,74,Clouds,broken clouds,2022-01-18 21:00:00,2549,Andheri-Kurla Road
None,296.88,0.0,0.0,93,Clouds,broken clouds,2022-01-18 22:00:00,2578,Western Express Highway
None,297.8,0.0,0.0,33,Clouds,overcast clouds,2022-01-18 23:00:00,3311,SV Road
None,297.5,0.0,0.0,24,Haze,haze,2022-01-19 00:00:00,745,Sion-Panvel Highway
None,297.97,0.0,0.0,15,Mist,mist,2022-01-19 01:00:00,399,NH-48 Mumbai-Pune
None,296.12,0.0,0.0,47,Clear,sky is clear,2022-01-19 02:00:00,548,LBS Marg
None,297.65,0.0,0.0,19,Clouds,overcast clouds,2022-01-19 03:00:00,766,Sion-Panvel Highway
None,296.93,0.0,0.0,76,Clouds,overcast clouds,2022-01-19 04:00:00,684,Andheri-Kurla Road
None,296.15,0.0,0.0,75,Clouds,overcast clouds,2022-01-19 05:00:00,1882,Jogeshwari-Vikhroli Link Road
Eid,298.1,0.0,0.0,97,Clouds,overcast clouds,2022-01-19 06:00:00,1531,Ghodbunder Road
None,298.42,0.0,0.0,61,Mist,mist,2022-01-19 07:00:00,3258,LBS Marg
None,298.38,0.0,0.0,1,Clouds,broken clouds,2022-01-19 08:00:00,6111,Link Road
Dussehra,297.68,0.0,0.0,83,Mist,mist,2022-01-19 09:00:00,2604,Eastern Express Highway
None,299.69,0.0,0.0,44,Haze,haze,2022-01-19 10:00:00,6731,NH-48 Mumbai-Pune
None,299.79,0.0,0.0,79,Clouds,broken clouds,2022-01-19 11:00:00,2383,Eastern Express Highway
None,299.71,0.0,0.0,59,Mist,mist,2022-01-19 12:00:00,2393,Ghodbunder Road
None,299.37,0.0,0.0,64,Clouds,overcast clouds,2022-01-19 13:00:00,2747,LBS Marg
None,298.42,0.0,0.0,65,Clear,sky is clear,2022-01-19 14:00:00,2942,Ghodbunder Road
None,299.11,0.0,0.0,18,Mist,mist,2022-01-19 15:00:00,3367,NH-48 Mumbai-Pune
None,298.77,0.0,0.0,10,Clouds,overcast clouds,2022-01-19 16:00:00,2573,Western Express Highway
None,296.83,0.0,0.0,57,Haze,haze,2022-01-19 17:00:00,7366,Jogeshwari-Vikhroli Link Road
None,298.48,0.0,0.0,85,Clouds,broken clouds,2022-01-19 18:00:00,7081,Link Road
None,296.9,0.0,0.0,24,Mist,mist,2022-01-19 19:00:00,5706,Sion-Panvel Highway
None,298.29,0.0,0.0,72,Clear,sky is clear,2022-01-19 20:00:00,6443,Jogeshwari-Vikhroli Link Road
None,298.68,0.0,0.0,25,Haze,haze,2022-01-19 21:00:00,2905,NH-48 Mumbai-Pune
None,298.92,0.0,0.0,0,Clouds,broken clouds,2022-01-19 22:00:00,2509,LBS Marg
None,297.67,0.0,0.0,23,Clear,sky is clear,2022-01-19 23:00:00,2978,Ghodbunder Road
None,298.54,0.0,0.0,90,Haze,haze,2022-01-20 00:00:00,263,LBS Marg
None,298.27,0.0,0.0,42,Mist,mist,2022-01-20 01:00:00,390,Western Express Highway
None,297.97,3.94,0.0,98,Thunderstorm,thunderstorm with rain,2022-01-20 02:00:00,530,LBS Marg
None,296.33,0.0,0.0,58,Haze,haze,2022-01-20 03:00:00,617,Ghodbunder Road
None,296.49,0.0,0.0,60,Clear,sky is clear,2022-01-20 04:00:00,669,Jogeshwari-Vikhroli Link Road
None,296.41,0.0,0.0,40,Mist,mist,2022-01-20 05:00:00,2842,Link Road
None,297.69,0.0,0.0,46,Clouds,overcast clouds,2022-01-20 06:00:00,2778,SV Road
Ganesh Chaturthi,299.95,0.0,0.0,11,Clear,sky is clear,2022-01-20 07:00:00,1074,Link Road
None,297.97,0.0,0.0,49,Mist,mist,2022-01-20 08:00:00,6875,NH-48 Mumbai-Pune
None,297.8,0.0,0.0,93,Clouds,broken clouds,2022-01-20 09:00:00,5186,Jogeshwari-Vikhroli Link Road
None,299.97,0.0,0.0,81,Mist,mist,2022-01-20 10:00:00,5601,Jogeshwari-Vikhroli Link Road
None,297.53,0.0,0.0,63,Clear,sky is clear,2022-01-20 11:00:00,2662,Ghodbunder Road
None,297.05,0.0,0.0,52,Haze,haze,2022-01-20 12:00:00,2443,Jogeshwari-Vikhroli Link Road
None,299.33,0.0,0.0,11,Haze,haze,2022-01-20 13:00:00,3457,Sion-Panvel Highway
None,299.6,0.0,0.0,78,Clouds,overcast clouds,2022-01-20 14:00:00,2502,Link Road
Republic Day,297.5,0.0,0.0,42,Clouds,overcast clouds,2022-01-20 15:00:00,1658,Ghodbunder Road
None,298.98,0.0,0.0,86,Clouds,broken clouds,2022-01-20 16:00:00,3360,Ghodbunder Road
None,298.0,0.0,0.0,24,Haze,haze,2022-01-20 17:00:00,6078,Link Road
None,296.81,0.0,0.0,10,Haze,haze,2022-01-20 18:00:00,6974,Sion-Panvel Highway
None,298.74,0.0,0.0,15,Clouds,overcast clouds,2022-01-20 19:00:00,6259,LBS Marg
None,297.61,0.0,0.0,12,Clouds,broken clouds,2022-01-20 20:00:00,5253,Jogeshwari-Vikhroli Link Road
None,298.72,0.0,0.0,72,Clouds,overcast clouds,2022-01-20 21:00:00,1668,Sion-Panvel Highway
None,297.91,0.0,0.0,13,Clear,sky is clear,2022-01-20 22:00:00,1670,Ghodbunder Road
None,297.45,0.0,0.0,54,Clear,sky is clear,2022-01-20 23:00:00,2088,Andheri-Kurla Road
None,298.8,0.0,0.0,15,Clear,sky is clear,2022-01-21 00:00:00,657,Eastern Express Highway
None,299.58,0.0,0.0,75,Clouds,broken clouds,2022-01-21 01:00:00,561,Jogeshwari-Vikhroli Link Road
Republic Day,298.32,0.0,0.0,36,Clouds,broken clouds,2022-01-21 02:00:00,129,SV Road
None,296.92,0.0,0.0,23,Clouds,overcast clouds,2022-01-21 03:00:00,266,Ghodbunder Road
Christmas,296.53,0.0,0.0,25,Clouds,broken clouds,2022-01-21 04:00:00,130,Jogeshwari-Vikhroli Link Road
None,297.3,0.0,0.0,41,Clear,sky is clear,2022-01-21 05:00:00,1842,NH-48 Mumbai-Pune
None,296.97,0.0,0.0,30,Mist,mist,2022-01-21 06:00:00,2705,LBS Marg
None,296.09,16.06,0.0,4,Rain,light rain,2022-01-21 07:00:00,1668,Link Road
None,297.2,0.0,0.0,88,Clouds,overcast clouds,2022-01-21 08:00:00,5377,Sion-Panvel Highway
None,296.64,0.0,0.0,67,Haze,haze,2022-01-21 09:00:00,4519,Sion-Panvel Highway
None,296.45,0.0,0.0,80,Clear,sky is clear,2022-01-21 10:00:00,6457,Jogeshwari-Vikhroli Link Road
None,298.82,0.0,0.0,80,Mist,mist,2022-01-21 11:00:00,3019,Andheri-Kurla Road
None,298.47,0.0,0.0,77,Clear,sky is clear,2022-01-21 12:00:00,1711,Jogeshwari-Vikhroli Link Road
None,297.37,0.0,0.0,47,Clear,sky is clear,2022-01-21 13:00:00,2812,Jogeshwari-Vikhroli Link Road
None,297.08,0.0,0.0,0,Clear,sky is clear,2022-01-21 14:00:00,3381,SV Road
None,296.04,0.0,0.0,1,Clouds,broken clouds,2022-01-21 15:00:00,3105,Ghodbunder Road
None,299.79,0.0,0.0,47,Haze,haze,2022-01-21 16:00:00,3345,Jogeshwari-Vikhroli Link Road
None,298.55,0.0,0.0,7,Clear,sky is clear,2022-01-21 17:00:00,6003,Western Express Highway
None,297.53,0.0,0.0,23,Clear,sky is clear,2022-01-21 18:00:00,6588,Andheri-Kurla Road
None,297.12,0.0,0.0,67,Clear,sky is clear,2022-01-21 19:00:00,6897,LBS Marg
None,299.7,0.0,0.0,12,Haze,haze,2022-01-21 20:00:00,5867,Ghodbunder Road
None,299.57,0.0,0.0,93,Clouds,overcast clouds,2022-01-21 21:00:00,3141,Jogeshwari-Vikhroli Link Road
None,297.68,0.0,0.0,27,Haze,haze,2022-01-21 22:00:00,1856,Eastern Express Highway
None,296.48,0.0,0.0,58,Clouds,overcast clouds,2022-01-21 23:00:00,2844,LBS Marg
Independence Day,296.23,0.0,0.0,93,Clouds,overcast clouds,2022-01-22 00:00:00,109,Western Express Highway
None,296.74,0.0,0.0,91,Clouds,overcast clouds,2022-01-22 01:00:00,354,Ghodbunder Road
None,299.76,0.0,0.0,90,Mist,mist,2022-01-22 02:00:00,309,Jogeshwari-Vikhroli Link Road
None,299.36,0.0,0.0,53,Clouds,broken clouds,2022-01-22 03:00:00,142,Andheri-Kurla Road
None,299.28,0.0,0.0,22,Clear,sky is clear,2022-01-22 04:00:00,1772,Jogeshwari-Vikhroli Link Road
None,298.69,0.0,0.0,68,Clouds,overcast clouds,2022-01-22 05:00:00,2211,Ghodbunder Road
None,299.94,3.01,0.0,93,Thunderstorm,thunderstorm with rain,2022-01-22 06:00:00,1574,Western Express Highway
None,299.75,0.0,0.0,89,Mist,mist,2022-01-22 07:00:00,1378,Andheri-Kurla Road
None,296.02,0.0,0.0,79,Clouds,overcast clouds,2022-01-22 08:00:00,1826,Sion-Panvel Highway
None,296.58,0.0,0.0,81,Clouds,overcast clouds,2022-01-22 09:00:00,2579,SV Road
None,298.75,0.0,0.0,64,Clear,sky is clear,2022-01-22 10:00:00,2848,Andheri-Kurla Road
None,299.76,0.0,0.0,84,Mist,mist,2022-01-22 11:00:00,3675,SV Road
None,296.58,0.0,0.0,32,Clear,sky is clear,2022-01-22 12:00:00,4231,Sion-Panvel Highway
None,297.88,0.0,0.0,47,Clouds,overcast clouds,2022-01-22 13:00:00,3070,NH-48 Mumbai-Pune
None,297.61,0.0,0.0,60,Mist,mist,2022-01-22 14:00:00,3668,LBS Marg
None,298.13,0.0,0.0,29,Haze,haze,2022-01-22 15:00:00,1095,Western Express Highway
None,299.7,0.0,0.0,9,Clouds,overcast clouds,2022-01-22 16:00:00,2219,Western Express Highway
None,296.4,0.0,0.0,69,Clear,sky is clear,2022-01-22 17:00:00,1158,Ghodbunder Road
None,299.03,0.0,0.0,42,Clear,sky is clear,2022-01-22 18:00:00,2818,Link Road
None,297.35,0.0,0.0,76,Haze,haze,2022-01-22 19:00:00,1895,SV Road
None,298.72,0.0,0.0,72,Clouds,overcast clouds,2022-01-22 20:00:00,1646,NH-48 Mumbai-Pune
None,298.85,18.43,0.0,99,Rain,moderate rain,2022-01-22 21:00:00,1631,Ghodbunder Road
None,299.67,0.0,0.0,27,Haze,haze,2022-01-22 22:00:00,1658,Jogeshwari-Vikhroli Link Road
None,298.05,0.0,0.0,20,Clouds,overcast clouds,2022-01-22 23:00:00,1119,Andheri-Kurla Road
None,298.44,0.0,0.0,83,Haze,haze,2022-01-23 00:00:00,376,Western Express Highway
None,296.86,0.0,0.0,47,Haze,haze,2022-01-23 01:00:00,287,Andheri-Kurla Road
None,297.0,0.0,0.0,57,Clouds,broken clouds,2022-01-23 02:00:00,284,NH-48 Mumbai-Pune
Diwali,298.18,0.0,0.0,87,Clouds,broken clouds,2022-01-23 03:00:00,93,Jogeshwari-Vikhroli Link Road
None,297.57,0.0,0.0,50,Clouds,overcast clouds,2022-01-23 04:00:00,2870,Jogeshwari-Vikhroli Link Road
None,298.21,0.0,0.0,48,Clouds,overcast clouds,2022-01-23 05:00:00,2924,Jogeshwari-Vikhroli Link Road
None,296.17,0.0,0.0,8,Clouds,broken clouds,2022-01-23 06:00:00,2645,Link Road
None,296.41,0.0,0.0,99,Clear,sky is clear,2022-01-23 07:00:00,2090,Western Express Highway
None,298.35,0.0,0.0,58,Clouds,broken clouds,2022-01-23 08:00:00,2971,Jogeshwari-Vikhroli Link Road
None,298.19,0.0,0.0,24,Haze,haze,2022-01-23 09:00:00,1145,Jogeshwari-Vikhroli Link Road
None,298.8,0.0,0.0,28,Clouds,broken clouds,2022-01-23 10:00:00,2184,Sion-Panvel Highway
None,296.41,0.0,0.0,7,Mist,mist,2022-01-23 11:00:00,4272,Eastern Express Highway
Diwali,298.51,0.0,0.0,91,Clouds,overcast clouds,2022-01-23 12:00:00,2496,Western Express Highway
None,297.38,0.0,0.0,50,Haze,haze,2022-01-23 13:00:00,4466,Jogeshwari-Vikhroli Link Road
None,297.96,0.0,0.0,9,Clouds,broken clouds,2022-01-23 14:00:00,4311,SV Road
None,296.52,0.0,0.0,42,Mist,mist,2022-01-23 15:00:00,2589,Eastern Express Highway
None,297.59,0.0,0.0,21,Clear,sky is clear,2022-01-23 16:00:00,2375,Ghodbunder Road
None,299.73,0.0,0.0,94,Clouds,overcast clouds,2022-01-23 17:00:00,2341,LBS Marg
None,296.84,0.0,0.0,92,Haze,haze,2022-01-23 18:00:00,2556,Eastern Express Highway
None,298.29,0.0,0.0,78,Clouds,overcast clouds,2022-01-23 19:00:00,1625,NH-48 Mumbai-Pune
None,296.67,0.0,0.0,48,Clouds,overcast clouds,2022-01-23 20:00:00,1693,Jogeshwari-Vikhroli Link Road
None,297.17,0.0,0.0,35,Clouds,broken clouds,2022-01-23 21:00:00,1761,Andheri-Kurla Road
None,297.23,0.0,0.0,38,Clear,sky is clear,2022-01-23 22:00:00,2234,LBS Marg
None,298.04,0.0,0.0,44,Mist,mist,2022-01-23 23:00:00,1413,Sion-Panvel Highway
None,298.88,0.0,0.0,23,Clear,sky is clear,2022-01-24 00:00:00,321,Jogeshwari-Vikhroli Link Road
None,296.4,0.0,0.0,56,Clouds,broken clouds,2022-01-24 01:00:00,614,Ghodbunder Road
None,299.48,0.0,0.0,92,Clouds,broken clouds,2022-01-24 02:00:00,783,SV Road
None,297.78,0.0,0.0,55,Clear,sky is clear,2022-01-24 03:00:00,744,Western Express Highway
None,297.3,0.0,0.0,88,Mist,mist,2022-01-24 04:00:00,517,NH-48 Mumbai-Pune
None,296.36,0.0,0.0,16,Clouds,overcast clouds,2022-01-24 05:00:00,2635,Eastern Express Highway
Eid,296.74,0.0,0.0,67,Clouds,broken clouds,2022-01-24 06:00:00,1402,Sion-Panvel Highway
None,297.12,0.0,0.0,12,Clouds,broken clouds,2022-01-24 07:00:00,2037,Andheri-Kurla Road
None,297.66,0.0,0.0,22,Haze,haze,2022-01-24 08:00:00,6929,Sion-Panvel Highway
None,298.74,0.0,0.0,43,Haze,haze,2022-01-24 09:00:00,5891,Ghodbunder Road
None,296.59,0.0,0.0,20,Clear,sky is clear,2022-01-24 10:00:00,4888,Western Express Highway
None,296.37,0.0,0.0,36,Clear,sky is clear,2022-01-24 11:00:00,2482,Ghodbunder Road
None,296.58,0.0,0.0,87,Haze,haze,2022-01-24 12:00:00,2730,Ghodbunder Road
None,296.94,0.0,0.0,79,Clouds,overcast clouds,2022-01-24 13:00:00,2131,Link Road
None,296.53,0.0,0.0,96,Clouds,broken clouds,2022-01-24 14:00:00,2678,NH-48 Mumbai-Pune
None,299.98,0.0,0.0,44,Haze,haze,2022-01-24 15:00:00,2942,NH-48 Mumbai-Pune
None,298.86,0.0,0.0,27,Haze,haze,2022-01-24 16:00:00,2033,Eastern Express Highway
None,296.21,0.0,0.0,64,Haze,haze,2022-01-24 17:00:00,5153,Eastern Express Highway
None,298.84,0.0,0.0,83,Haze,haze,2022-01-24 18:00:00,6501,SV Road
None,297.67,0.0,0.0,44,Clouds,broken clouds,2022-01-24 19:00:00,5943,Eastern Express Highway
None,296.54,0.0,0.0,21,Clouds,overcast clouds,2022-01-24 20:00:00,5616,Jogeshwari-Vikhroli Link Road
None,297.13,0.0,0.0,72,Clouds,overcast clouds,2022-01-24 21:00:00,2327,Jogeshwari-Vikhroli Link Road
None,299.61,0.0,0.0,61,Haze,haze,2022-01-24 22:00:00,3162,Eastern Express Highway
None,296.47,0.0,0.0,21,Clear,sky is clear,2022-01-24 23:00:00,1729,Ghodbunder Road
None,298.67,0.0,0.0,65,Mist,mist,2022-01-25 00:00:00,640,Jogeshwari-Vikhroli Link Road
None,299.81,0.0,0.0,13,Mist,mist,2022-01-25 01:00:00,506,LBS Marg
Dussehra,296.94,0.0,0.0,21,Haze,haze,2022-01-25 02:00:00,342,Link Road
None,297.83,0.0,0.0,89,Clear,sky is clear,2022-01-25 03:00:00,359,NH-48 Mumbai-Pune
None,298.71,0.0,0.0,73,Clear,sky is clear,2022-01-25 04:00:00,413,Ghodbunder Road
None,298.45,0.0,0.0,25,Clouds,broken clouds,2022-01-25 05:00:00,2341,NH-48 Mumbai-Pune
None,299.76,0.0,0.0,32,Clear,sky is clear,2022-01-25 06:00:00,2127,SV Road
Holi,299.64,0.0,0.0,48,Mist,mist,2022-01-25 07:00:00,810,Link Road
None,299.48,0.0,0.0,68,Haze,haze,2022-01-25 08:00:00,4769,Eastern Express Highway
None,299.32,0.0,0.0,30,Haze,haze,2022-01-25 09:00:00,6129,NH-48 Mumbai-Pune
None,297.08,0.0,0.0,32,Clouds,broken clouds,2022-01-25 10:00:00,6161,NH-48 Mumbai-Pune
None,298.76,0.0,0.0,21,Mist,mist,2022-01-25 11:00:00,1834,Link Road
Independence Day,298.14,0.0,0.0,50,Clouds,overcast clouds,2022-01-25 12:00:00,1389,LBS Marg
None,296.97,0.0,0.0,75,Clouds,overcast clouds,2022-01-25 13:00:00,1773,Eastern Express Highway
None,296.29,0.0,0.0,16,Mist,mist,2022-01-25 14:00:00,2066,LBS Marg
Ganesh Chaturthi,296.61,0.0,0.0,11,Mist,mist,2022-01-25 15:00:00,1701,Eastern Express Highway
None,298.26,0.0,0.0,21,Clear,sky is clear,2022-01-25 16:00:00,3017,Ghodbunder Road
None,297.16,0.0,0.0,18,Haze,haze,2022-01-25 17:00:00,6449,LBS Marg
Eid,296.35,0.0,0.0,34,Clouds,overcast clouds,2022-01-25 18:00:00,2995,Link Road
None,297.69,0.0,0.0,33,Clouds,broken clouds,2022-01-25 19:00:00,5646,SV Road
None,297.63,0.0,0.0,73,Mist,mist,2022-01-25 20:00:00,7138,Sion-Panvel Highway
None,296.88,0.0,0.0,43,Clouds,broken clouds,2022-01-25 21:00:00,3274,Western Express Highway
None,299.34,0.0,0.0,68,Haze,haze,2022-01-25 22:00:00,1523,Eastern Express Highway
None,297.45,0.0,0.0,0,Mist,mist,2022-01-25 23:00:00,2092,NH-48 Mumbai-Pune
Independence Day,297.92,0.0,0.0,21,Mist,mist,2022-01-26 00:00:00,295,Ghodbunder Road
None,299.77,0.0,0.0,44,Clouds,overcast clouds,2022-01-26 01:00:00,473,Jogeshwari-Vikhroli Link Road
None,296.69,0.0,0.0,93,Mist,mist,2022-01-26 02:00:00,463,Eastern Express Highway
None,299.45,0.0,0.0,25,Clear,sky is clear,2022-01-26 03:00:00,408,NH-48 Mumbai-Pune
None,298.78,0.0,0.0,83,Clear,sky is clear,2022-01-26 04:00:00,409,Eastern Express Highway
None,297.75,0.0,0.0,4,Haze,haze,2022-01-26 05:00:00,1748,Sion-Panvel Highway
None,296.79,0.0,0.0,100,Mist,mist,2022-01-26 06:00:00,1961,Jogeshwari-Vikhroli Link Road
None,299.59,0.0,0.0,90,Clouds,overcast clouds,2022-01-26 07:00:00,2640,Eastern Express Highway
Diwali,299.48,0.0,0.0,98,Clouds,overcast clouds,2022-01-26 08:00:00,3308,Andheri-Kurla Road
Eid,297.99,0.0,0.0,99,Mist,mist,2022-01-26 09:00:00,2585,SV Road
None,296.14,0.0,0.0,70,Clouds,overcast clouds,2022-01-26 10:00:00,5264,NH-48 Mumbai-Pune
None,296.52,0.0,0.0,66,Mist,mist,2022-01-26 11:00:00,2602,Andheri-Kurla Road
None,297.1,0.0,0.0,2,Haze,haze,2022-01-26 12:00:00,2035,Link Road
None,299.1,0.0,0.0,92,Mist,mist,2022-01-26 13:00:00,3091,LBS Marg
None,296.96,0.0,0.0,66,Clouds,overcast clouds,2022-01-26 14:00:00,2306,Link Road
None,298.65,0.0,0.0,15,Clouds,broken clouds,2022-01-26 15:00:00,1693,Ghodbunder Road
None,298.31,0.0,0.0,76,Mist,mist,2022-01-26 16:00:00,2269,Jogeshwari-Vikhroli Link Road
None,297.61,0.0,0.0,29,Clear,sky is clear,2022-01-26 17:00:00,5571,Jogeshwari-Vikhroli Link Road
None,297.67,0.0,0.0,72,Clouds,broken clouds,2022-01-26 18:00:00,7003,Sion-Panvel Highway
None,299.14,0.0,0.0,5,Clouds,overcast clouds,2022-01-26 19:00:00,6343,Link Road
None,299.76,0.0,0.0,78,Clouds,overcast clouds,2022-01-26 20:00:00,5540,Jogeshwari-Vikhroli Link Road
None,297.79,0.0,0.0,75,Clear,sky is clear,2022-01-26 21:00:00,2710,LBS Marg
None,298.42,0.0,0.0,4,Mist,mist,2022-01-26 22:00:00,2559,Ghodbunder Road
None,299.76,0.0,0.0,63,Mist,mist,2022-01-26 23:00:00,2047,SV Road
None,297.38,0.0,0.0,20,Mist,mist,2022-01-27 00:00:00,234,Sion-Panvel Highway
None,299.25,0.0,0.0,4,Haze,haze,2022-01-27 01:00:00,510,Andheri-Kurla Road
None,299.94,0.0,0.0,100,Clouds,broken clouds,2022-01-27 02:00:00,508,Western Express Highway
None,296.92,0.0,0.0,72,Clouds,broken clouds,2022-01-27 03:00:00,428,SV Road
Christmas,298.8,0.0,0.0,75,Clouds,broken clouds,2022-01-27 04:00:00,364,LBS Marg
None,297.71,0.0,0.0,68,Clouds,overcast clouds,2022-01-27 05:00:00,2736,Andheri-Kurla Road
None,298.82,0.0,0.0,11,Clouds,overcast clouds,2022-01-27 06:00:00,1800,SV Road
None,298.35,0.0,0.0,36,Clear,sky is clear,2022-01-27 07:00:00,3296,Andheri-Kurla Road
Christmas,296.43,0.0,0.0,49,Clouds,overcast clouds,2022-01-27 08:00:00,2479,Link Road
None,297.31,0.0,0.0,83,Clouds,overcast clouds,2022-01-27 09:00:00,5486,Andheri-Kurla Road
None,298.41,0.0,0.0,78,Clouds,broken clouds,2022-01-27 10:00:00,6052,SV Road
None,297.76,0.0,0.0,5,Clouds,overcast clouds,2022-01-27 11:00:00,1665,Jogeshwari-Vikhroli Link Road
None,297.08,0.0,0.0,72,Haze,haze,2022-01-27 12:00:00,1886,Jogeshwari-Vikhroli Link Road
None,299.2,0.0,0.0,18,Haze,haze,2022-01-27 13:00:00,2570,Ghodbunder Road
None,298.14,0.0,0.0,5,Haze,haze,2022-01-27 14:00:00,2381,Western Express Highway
None,296.26,0.0,0.0,92,Mist,mist,2022-01-27 15:00:00,1867,Ghodbunder Road
None,299.39,0.0,0.0,86,Haze,haze,2022-01-27 16:00:00,2394,SV Road
None,299.65,0.0,0.0,88,Clouds,overcast clouds,2022-01-27 17:00:00,5774,NH-48 Mumbai-Pune
None,299.3,0.0,0.0,29,Haze,haze,2022-01-27 18:00:00,5189,Link Road
None,297.64,0.0,0.0,33,Clear,sky is clear,2022-01-27 19:00:00,5882,SV Road
None,297.71,0.0,0.0,3,Mist,mist,2022-01-27 20:00:00,6944,Western Express Highway
None,298.47,0.0,0.0,20,Clouds,overcast clouds,2022-01-27 21:00:00,3134,Eastern Express Highway
None,298.02,0.0,0.0,14,Haze,haze,2022-01-27 22:00:00,2405,NH-48 Mumbai-Pune
None,297.87,0.0,0.0,17,Mist,mist,2022-01-27 23:00:00,1659,Link Road
None,296.96,0.0,0.0,10,Haze,haze,2022-01-28 00:00:00,322,NH-48 Mumbai-Pune
None,299.74,0.0,0.0,48,Clouds,overcast clouds,2022-01-28 01:00:00,473,LBS Marg
Christmas,296.69,0.0,0.0,37,Clouds,broken clouds,2022-01-28 02:00:00,346,Ghodbunder Road
None,296.13,6.3,0.0,86,Thunderstorm,thunderstorm with rain,2022-01-28 03:00:00,652,LBS Marg
None,298.4,0.0,0.0,86,Clouds,overcast clouds,2022-01-28 04:00:00,519,Link Road
None,296.33,0.0,0.0,51,Clear,sky is clear,2022-01-28 05:00:00,2342,Sion-Panvel Highway
None,296.81,0.0,0.0,64,Haze,haze,2022-01-28 06:00:00,2001,Eastern Express Highway
None,298.08,0.0,0.0,5,Clouds,broken clouds,2022-01-28 07:00:00,2809,Sion-Panvel Highway
Eid,299.9,0.0,0.0,93,Mist,mist,2022-01-28 08:00:00,2505,NH-48 Mumbai-Pune
None,298.99,0.0,0.0,1,Clear,sky is clear,2022-01-28 09:00:00,4546,Andheri-Kurla Road
None,296.94,0.0,0.0,69,Clouds,overcast clouds,2022-01-28 10:00:00,4514,NH-48 Mumbai-Pune
None,296.21,0.0,0.0,85,Clouds,broken clouds,2022-01-28 11:00:00,1677,Link Road
None,296.63,0.0,0.0,27,Haze,haze,2022-01-28 12:00:00,3143,LBS Marg
Diwali,298.77,0.0,0.0,3,Clouds,overcast clouds,2022-01-28 13:00:00,1582,Link Road
None,299.0,0.0,0.0,53,Clouds,overcast clouds,2022-01-28 14:00:00,3380,Link Road
Diwali,297.98,0.0,0.0,22,Clouds,broken clouds,2022-01-28 15:00:00,1462,Eastern Express Highway
None,299.33,0.0,0.0,39,Mist,mist,2022-01-28 16:00:00,3332,Eastern Express Highway
None,296.77,0.0,0.0,29,Clouds,broken clouds,2022-01-28 17:00:00,6505,NH-48 Mumbai-Pune
None,299.13,0.0,0.0,87,Clouds,broken clouds,2022-01-28 18:00:00,5468,Ghodbunder Road
Ganesh Chaturthi,298.48,0.0,0.0,13,Clouds,overcast clouds,2022-01-28 19:00:00,3207,LBS Marg
None,296.21,0.0,0.0,12,Mist,mist,2022-01-28 20:00:00,6680,SV Road
